"fulladdress","lon","lat"
"100 Gipps Street, Bega NSW 2550 AU",149.8433289,-36.6756312
"609 Argyle Street, Moss Vale NSW 2577 AU",150.3608591,-34.5542795
"289 - 291 Turton Road & Young Street, New Lambton NSW 2305 AU",151.7242432,-32.9175068
"21 Croudace & De Vitre Streets, Lambton NSW 2299 AU",151.6277283,-32.9280518
"133-135 Gan Gan Rd, Anna Bay NSW 2316 AU",152.0840842,-32.7775542
"2 Braidwood Rd, Tarago NSW 2580 AU",149.6547104,-35.0691438
"210 Guildford Road, GUILDFORD NSW 2161 AU",150.9908562,-33.8551556
"272 Princes Highway, Bomaderry NSW 2541 AU",150.5951316,-34.8405552
"2-4 Banyette Street (Cnr Station St), Bowral NSW 2576 AU",150.415447,-34.4810966
"207-209 Wallarah Rd, KANWAL NSW 2259 AU",151.4929378,-33.2520333
"300 Sandgate Road, Shortland NSW 2307 AU",151.6955414,-32.8861448
"55 Central Coast Highway, Gosford West NSW 2250 AU",151.3289226,-33.4269106
"475 The Entrance Rd, LONG JETTY NSW 2261 AU",151.4789139,-33.3632943
"2 Opal St, TINGHA NSW 2369 AU",151.2125894,-29.9552885
"8611 Bruxner Hwy, TABULAM NSW 2469 AU",152.5678204,-28.8873831
"77 Smith Street, Kempsey NSW 2440 AU",152.8430184,-31.0777253
"Lot 2 Kimo St, Nangus NSW 2722 AU",147.9054647,-35.0545858
"18 Single St, WERRIS CREEK NSW 2341 AU",150.6476869,-31.3444291
"2600 THE LAKES WAY, BUNGWAHL NSW 2423 AU",152.444637,-32.3870845
"1 Elm St, Colo Vale NSW 2575 AU",150.4884684,-34.4030868
"348 Blaxcell Street, Granville NSW 2142 AU",151.0070898,-33.8571632
"1-3 St, PORT KEMBLA NSW 2505 AU",150.8962633,-34.4437649
"160 Mount Darragh Rd, SOUTH PAMBULA NSW 2549 AU",149.8472359,-36.9443857
"2046 Putty Road, Bulga NSW 2330 AU",151.0204237,-32.6526663
"Cnr Main and Short Street, YOUNG NSW 2594 AU",148.294851,-34.3134301
"32 Joseph St, LIDCOMBE NSW 2141 AU",151.0432344,-33.8648656
"836 Forest Road, Peakhurst NSW 2100 AU",151.0607363,-33.9599634
"77 Sandgate Rd, Birmingham Gardens NSW 2287 AU",151.6817728,-32.8956943
"166 Marius Street, TAMWORTH NSW 2340 AU",150.9327739,-31.0898392
"2 Chelmsford St, KOOTINGAL NSW 2352 AU",151.0475884,-31.0560489
"Cnr Kamilaroi Highway & New England Highway, WILLOW TREE NSW 2339 AU",148.2929711,-30.0320555
"81-87 Bells Line of Road, North Richmond NSW 2754 AU",150.7181727,-33.5788615
"13/3 Lancester St, Ingleburn NSW 2565 AU",150.8676598,-33.9901384
"572-576 Hume Hwy, CASULA NSW 2170 AU",150.9045131,-33.9508807
"86 Princes Highway, Nowra NSW 2541 AU",150.6044228,-34.8810773
"170 Dudley Road, Whitebridge NSW 2290 AU",151.711766,-32.9815041
"51 Pacific Highway, OURIMBAH NSW 2258 AU",151.3694188,-33.3602185
"70 Vales Rd, MANNERING PARK NSW 2259 AU",151.5371677,-33.1523035
"142 Fern St, Gerringong NSW 2534 AU",150.8274992,-34.7475767
"130 Canterbury St (Cnr The Summerland Way), Casino NSW 2470 AU",153.0464643,-28.8623134
"Corner Ross & Queen Street, GOULBURN NSW 2580 AU",-70.8020202,43.5863279
"93a Wallsend St, KAHIBAH NSW 2290 AU",151.7099619,-32.9631822
"27 Thompson St, Bundeena NSW 2230 AU",151.1453945,-34.0838215
"368 Anzac Parade, Kingsford NSW 2032 AU",151.2267283,-33.9196541
"1549 Leggetts Dr, BRUNKERVILLE NSW 2323 AU",151.479484,-32.9647211
"5351 Way, WHIPORIE NSW 2469 AU",152.9835918,-29.25871
"50e Fitzroy St, WALCHA NSW 2354 AU",151.5958809,-30.9859215
"286 Manilla St, MANILLA NSW 2346 AU",150.7164435,-30.739616
"1049 Armidale Rd, NEMINGHA NSW 2340 AU",150.9904697,-31.124016
"58 Stennett, Ingleburn NSW 2565 AU",150.8415834,-34.0043459
"81 Summer Street, Orange NSW 2800 AU",149.095136,-33.282701
"Lot23 Illaroo Road, North Nowra NSW 2541 AU",150.5982797,-34.8619625
"2140 The Northern Rd, Luddenham NSW 2745 AU",150.6933191,-33.883362
"5 Hanrahan Place, ORANGE NSW 2800 AU",149.1143421,-33.2595953
"11-13 Vale Rd, PERTHVILLE NSW 2795 AU",149.5470444,-33.4865489
"Cnr Ryan Avenue & Burn Lane, Singleton NSW 2330 AU",153.0651105,-27.4549927
"758-760 Gymea Bay Rd, GYMEA NSW 2227 AU",151.083765,-34.0411405
"596 Princes Highway, Kirrawee NSW 2232 AU",151.0712452,-34.0322476
"Cnr Parramatta & Shaftsbury Rds, Burwood NSW 2134 AU",150.999241,-33.817534
"119 Binnia St, COOLAH NSW 2843 AU",149.7156024,-31.8274404
"171-173 Pacific Hwy, Broadwater NSW 2472 AU",153.4353174,-29.0099379
"210, Pacific Highway, Charmhaven NSW 2263 AU",151.5025642,-33.2273017
"17 South St, TELARAH NSW 2320 AU",151.5356165,-32.7285058
"1766 Horsley Drive, Horsley Park NSW 2175 AU",150.8536228,-33.8420055
"299-303 Wardell Rd, Dulwich Hill NSW 2203 AU",151.1384633,-33.9126812
"18 Solander Road, Kings Langley NSW 2147 AU",150.9435594,-33.7560684
"406 Macquarie Street, LIVERPOOL NSW 2170 AU",150.9191163,-33.9281803
"U 13 2 Cadonia Road, TUGGERAWONG NSW 2259 AU",151.4804418,-33.2806484
"1190 Burragorang Rd, The Oaks NSW 2570 AU",150.5386782,-34.0749493
"68 Craigie Ave, KANWAL NSW 2259 AU",151.482252,-33.263048
"1063 Lemon Tree Passage Rd, TANILBA BAY NSW 2319 AU",152.0012682,-32.7361748
"33 Bolong Road, Bomaderry NSW 2541 AU",150.6104585,-34.8555484
"The Gullie Store 2356 Sturt Hwy, COLLINGULLIE NSW 2650 AU",147.1282402,-35.0880448
"923 Ocean Drive, Bonny Hills NSW 2445 AU",152.8393004,-31.5907277
"221-229 Elizabeth St, Croydon NSW 2132 AU",151.1178571,-33.8827815
"415 Boundary Road, Maraylya NSW 2765 AU",150.9168548,-33.593667
"30-34 Princes Hwy, FAIRY MEADOW NSW 2519 AU",150.8940568,-34.3891955
"38 Adam's Street, Wentworth NSW 2648 AU",141.9175821,-34.1078005
"33 Wardell Road, EARLWOOD NSW 2206 AU",151.1335715,-33.9160066
"99 Urana St, JINDERA NSW 2642 AU",146.8889667,-35.9544913
"2-4 Church Street, Port Kembla NSW 2505 AU",150.9032748,-34.4856092
"159 Prince Edward Av, Culburra Beach NSW 2540 AU",150.7580695,-34.9301361
"46 Geddes St, WARIALDA NSW 2402 AU",150.5749032,-29.5428075
"254-256 Shellharbour Rd, Barrack Heights NSW 2528 AU",150.8594128,-34.5594249
"83 Tenterfield St, DEEPWATER NSW 2371 AU",151.8462475,-29.4394207
"450 Creek Ridge Road, GLOSSODIA NSW 2756 AU",150.7945301,-33.5457206
"207-211 Pacific Highway, CHARMHAVEN NSW 2263 AU",151.503437,-33.2274276
"449 Great Western Highway, WENTWORTHVILLE NSW 2145 AU",150.958253,-33.8134284
"22 Hoddle St, Robertson NSW 2577 AU",150.5894005,-34.587963
"46 President Wilson Walk, TANILBA BAY NSW 2319 AU",152.0017827,-32.7338105
"1563 Wisemanferry Rd, Maroota NSW 2756 AU",150.9748289,-33.4721693
"1389 Alpine Way, Khancoban NSW 2642 AU",148.1241806,-36.2195401
"1/169 Annangrove Rd, Annangrove NSW 2156 AU",150.9562552,-33.6710816
"5558 Old Northern Road, WISEMANS FERRY NSW 2775 AU",150.9858127,-33.3847285
"1 Perry Street, MENINDEE NSW 2879 AU",142.4179645,-32.3923749
"1 Weakleys Dr, THORNTON NSW 2322 AU",151.6376888,-32.7929384
"2-4 Mavkay Ave, Griffith NSW 2680 AU",146.0630818,-34.2908768
"60-64 Schwinghammer St, SOUTH GRAFTON NSW 2460 AU",152.946497,-29.711956
"177 Maitland Street, Narrabri NSW 2390 AU",149.7814319,-30.3228118
"231-235 Great North Road, Five Dock NSW 2046 AU",151.130079,-33.8648686
"47 Orana Road, Gwandalan NSW 2259 AU",151.5812253,-33.1363376
"56 Yass Street, GUNNING NSW 2581 AU",149.2683761,-34.7816165
"1234 Pittwater Road, Narrabeen NSW 2101 AU",151.298331,-33.719563
"1 Braidwood Rd, GOULBURN NSW 2580 AU",149.7161657,-34.7624664
"5 Glenwood Drive, THORNTON NSW 2322 AU",151.6349953,-32.7898869
"85 Bathurst Street, PITT TOWN NSW 2756 AU",150.8584598,-33.5855797
"16 Flinders St, Port Kembla NSW 2505 AU",150.8942571,-34.4700489
"175 Fitzmaurice St, Wagga Wagga NSW 2650 AU",147.3683804,-35.1023348
"150 High St, TENTERFIELD NSW 2372 AU",152.0208733,-29.0531834
"80-84 Campbell Street, MORUYA NSW 2537 AU",150.0823744,-35.9120161
"5 Canavan Dr, BERESFIELD NSW 2322 AU",151.6330323,-32.8007031
"403 Tarean Street, Karuah NSW 2324 AU",151.9629131,-32.6540422
"16 Monkley Avenue, Salamander Bay NSW 2317 AU",152.0776234,-32.7221749
"145 Arthur Street, WELLINGTON NSW 2820 AU",148.943176,-32.5624035
"84 Cowabbie St, COOLAMON NSW 2701 AU",147.1997013,-34.816751
"101 Mooney St, Telegraph Point NSW 2441 AU",152.7926649,-31.3406978
"67 Stewart Ave, HAMILTON SOUTH NSW 2303 AU",151.7534136,-32.9321179
"289 Cessnock Road, Abermain NSW 2326 AU",151.4260607,-32.8112835
"66-68 Cessnock Road, Neath NSW 2326 AU",151.4141312,-32.826152
"26 Main Street, WALLERAWANG NSW 2845 AU",150.0652587,-33.4095331
"51-59 Main Street, Mittagong NSW 2575 AU",150.4501442,-34.4499577
"Corner Cox And Main Street, JUNEE NSW 2663 AU",147.5856379,-34.8635251
"87-89 Bradley St, GUYRA NSW 2365 AU",151.6722709,-30.2172781
"351 Beardy Street, ARMIDALE NSW 2350 AU",151.6475045,-30.5079196
"8 Station St, EUNGAI RAIL NSW 2441 AU",152.901364,-30.8509338
"94 Rouse St, TENTERFIELD NSW 2372 AU",152.0171896,-29.0625118
"2848 Pacific Highway, 2848 Pacific Highway, TYNDALE NSW 2460 AU",153.149248,-29.561068
"114 Tongarra Rd, Albion Park NSW 2527 AU",150.7765938,-34.5704066
"1 Dandaloo Street, Narromine NSW 2821 AU",148.2401164,-32.2265453
"57 Pangee Street, Nyngan NSW 2825 AU",147.1928287,-31.5615132
"BP Service Station Res 65 Cooma Rd, NARRABRI NSW 2390 AU",149.7699468,-30.3349846
"35-37 Williwa St, PORTLAND NSW 2847 AU",149.9802905,-33.3531195
"102 Gregory Street, South West Rocks NSW 2431 AU",153.0402377,-30.8945646
"83 Camp Street, Grenfell NSW 2810 AU",148.1651786,-33.8957561
"Invergowrie Store 171 Invergowrie Rd, INVERGOWRIE NSW 2350 AU",151.5283835,-30.5196998
"12 Cordini St, Tucabia NSW 2462 AU",153.1081261,-29.6679917
"10 Newell Highway, GURLEY NSW 2398 AU",148.6164247,-32.2194899
"82 Cowabbie St, COOLAMON NSW 2701 AU",147.2002896,-34.8174514
"63 Maitland Street, Bingara NSW 2404 AU",150.5729761,-29.871027
"26 Inverell Street, Delungra NSW 2403 AU",150.8271013,-29.6528654
"21 Fox Street, Walgett NSW 2832 AU",148.1173232,-30.0191731
"158-162 Gregory St, SOUTH WEST ROCKS NSW 2431 AU",153.0412954,-30.8997236
"677 Freemans Drive, Cooranbong NSW 2265 AU",151.463489,-33.069834
"1412-1414 Pittwater Road, North Narrabeen NSW 2101 AU",151.2996886,-33.7009119
"1497 Pittwater Road & Gondola Street, Narrabeen NSW 2101 AU",151.2963264,-33.7075209
"307-311 Barrenjoey Rd, NEWPORT NSW 2106 AU",151.3181679,-33.6564017
"24 Barrenjoey Road (Corner Darley Street East), Mona Vale NSW 2103 AU",151.3081949,-33.6768467
"1721 Pittwater Road, Mona Vale NSW 2103 AU",151.3023403,-33.6803565
"12 Verner Street, GOULBURN NSW 2580 AU",149.7178608,-34.7576671
"Cnr Barrenjoey & Darley Roads, Mona Vale NSW 2103 AU",151.3230945,-33.6428508
"223 Sheridan Street, Gundagai NSW 2722 AU",148.1033174,-35.0634754
"141 Sturt Hwy, BURONGA NSW 2739 AU",142.1929732,-34.1738354
"203 Market Street, Balranald NSW 2715 AU",143.5536722,-34.6319306
"127 North Street, Albury NSW 2640 AU",146.9442142,-36.0707691
"23-29 Isabella Street, Wingham NSW 2429 AU",152.376828,-31.869001
"90 Davidson Street, Deniliquin NSW 2710 AU",144.9752743,-35.5265987
"5 Boulder Bay Road, Fingal Bay NSW 2315 AU",152.1692922,-32.7491661
"2/ 997 Pemberton St, WEST ALBURY NSW 2640 AU",146.8910355,-36.0737823
"33 Ocean Parade, Coffs Harbour NSW 2450 AU",153.137839,-30.2905092
"348 Barrenjoey Road, Newport NSW 2106 AU",151.3202008,-33.655531
"26 Durham Rd, EAST GRESFORD NSW 2311 AU",151.550548,-32.428074
"109 Erskine Street, Dubbo NSW 2830 AU",148.6121702,-32.2443906
"16 Coonamble Street, Gulargambone NSW 2828 AU",148.4725192,-31.3316238
"9 Trangie Road, ""Mitchell Highway"", Narromine NSW 2821 AU",148.2388584,-32.2261663
"96 Solitary Islands Way, SAPPHIRE BEACH NSW 2450 AU",153.1473187,-30.2393588
"98 Victoria Street, West Dubbo NSW 2830 AU",148.585432,-32.2416778
"Corner Quondola Street & Bullara Street, Pambula NSW 2549 AU",149.8748174,-36.9281035
"271 Princes Hwy, BOMADERRY NSW 2541 AU",150.5940525,-34.8400492
"1 Jacobs Dr, SUSSEX INLET NSW 2540 AU",150.5840417,-35.158325
"128 Duffy Avenue, Westleigh NSW 2120 AU",151.0689312,-33.7203893
"124 Nymagee Street, Nyngan NSW 2825 AU",147.200132,-31.5631461
"2780 Booral Road, Booral NSW 2425 AU",151.959582,-32.4667813
"45 Main Street, CUNDLETOWN NSW 2430 AU",152.5178675,-31.8982545
"101 Evans Rd, Tuross Head NSW 2537 AU",150.1381968,-36.060603
"30 Wallendoon St, Cootamundra NSW 2590 AU",148.0271836,-34.641137
"87 Mitchell St, BOURKE NSW 2840 AU",145.9445811,-30.0894059
"2399 Princes Highway, BEWONG NSW 2540 AU",150.5332276,-35.0858745
"34-38 Peisley Street, Orange NSW 2800 AU",149.1017107,-33.2959092
"48-52 Peisley Street, Orange NSW 2800 AU",149.1020681,-33.2940538
"88 Murray Street, Cootamundra NSW 2590 AU",148.0250677,-34.6363208
"30 St George St Cnr Yarouah St, Mungindi NSW 2406 AU",148.997827,-28.9781725
"104 Rouse St, TENTERFIELD NSW 2372 AU",152.0173269,-29.0614986
"1 Quambone Road, Coonamble NSW 2829 AU",148.3792049,-30.9540904
"1 Main St, Grenfell NSW 2810 AU",148.1580558,-33.8943387
"167 Bettington St, Merriwa NSW 2329 AU",150.3530607,-32.1393739
"Gwydir Hwy, South Grafton NSW 2460 AU",152.9214039,-29.6990905
"56 Finch St, BINGARA NSW 2404 AU",150.5690993,-29.8676739
"81-83 Main Road, HEDDON GRETA NSW 2321 AU",151.5070839,-32.8053284
"119 NEW ENGLAND HWY, WILLOW TREE NSW 2339 AU",150.7348518,-31.6569395
"5 Walton Ln, PICTON NSW 2571 AU",150.610914,-34.1682799
"124 Old Bar Road, OLD BAR NSW 2430 AU",152.5746923,-31.9666915
"84 Miller Street, Gilgandra NSW 2827 AU",148.6716608,-31.7089192
"687 Drome St, EAST ALBURY NSW 2640 AU",146.94739,-36.074815
"6 Diamond Drive, THURGOONA NSW 2640 AU",146.983333,-36.05
"89-91 CHURCH ST, GLOUCESTER NSW 2422 AU",151.9578346,-32.008438
"115, Laggan Rd, Crookwell NSW 2583 AU",149.4769013,-34.4471112
"1 Silver City Highway, Tibooburra NSW 2880 AU",142.0100811,-29.4356712
"21 Caigan Street, DUNEDOO NSW 2844 AU",149.3879629,-32.016358
"1 Mclennan Street, ARMIDALE NSW 2350 AU",151.6483124,-30.5111534
"6 Stephens Road, Queanbeyan NSW 2620 AU",149.2087085,-35.346576
"53 George Street, Singleton NSW 2330 AU",151.1748905,-32.5618882
"4352 New England Hwy, GUYRA NSW 2365 AU",151.6756766,-30.2058992
"4 Davis Street, Currabubula NSW 2342 AU",150.7322845,-31.2638392
"102-104 Queen Elizabeth Drive, Coraki NSW 2471 AU",153.2838409,-28.9831587
"475 Honour Ave, COROWA NSW 2646 AU",146.4050098,-35.9786647
"176 Warren Road, GILGANDRA NSW 2827 AU",148.6543131,-31.7102482
"88 Bega St, TATHRA NSW 2550 AU",149.9806941,-36.7331934
"96 Albury Street, Harden NSW 2587 AU",148.3692131,-34.5552631
"242 Lawrence Hargrave Drive, Thirroul NSW 2515 AU",150.9246891,-34.3143488
"52-54 Shoalhaven Heads Rd, Shoalhaven Heads NSW 2535 AU",150.7356922,-34.8483362
"246 Princes Hwy, Bomaderry NSW 2541 AU",150.5957069,-34.8382207
"136-140 Adelaide Street, BLAYNEY NSW 2799 AU",149.2565522,-33.5280818
"26 Mitchell St, Eden NSW 2551 AU",149.9030581,-37.0636827
"3 Maria Street, Blayney NSW 2799 AU",149.2579476,-33.526409
"55-57 Melbourne Stre, Mulwala NSW 2647 AU",146.0071534,-35.9869569
"136-144 Johnston Street, Casino NSW 2470 AU",153.0620664,-28.8604757
"38 Maitland Road, Singleton NSW 2330 AU",151.1829034,-32.5729104
"14 Old Pacific Hwy, NEWRYBAR NSW 2479 AU",153.5305215,-28.7215248
"Sturt Hwy & Archer St, HAY SOUTH NSW 2711 AU",143.289887,-34.6071795
"93 Princes Hwy, Bodalla NSW 2545 AU",150.050497,-36.0885677
"23 Hooke Street, Dungog NSW 2420 AU",151.757355,-32.399455
"5 Harry Davies Dr, LOCKHART NSW 2656 AU",146.7266185,-35.2283309
"75 Camp Street, GRENFELL NSW 2810 AU",148.1630211,-33.8954689
"5172 Snowy Mtns hwy, Adaminaby NSW 2629 AU",148.7772773,-35.9967803
"1106 Great Western Hwy., Lithgow NSW 2790 AU",150.1352038,-33.4842488
"7-9 Pacific Hwy, BROADWATER NSW 2472 AU",153.4241314,-29.0200944
"54 Byron Street, Bangalow NSW 2479 AU",153.5256574,-28.6863957
"5243 Snowy Mountains Hwy, ADAMINABY NSW 2629 AU",148.7701112,-35.9970641
"46 Noalimba Avenue, 46 Noalimba Avenue, KENTUCKY NSW 2354 AU",151.449299,-30.761441
"255 Murray Street, Finley NSW 2713 AU",145.5748894,-35.6454697
"Lot 1 Quanda St, HERMIDALE NSW 2831 AU",146.7262181,-31.547158
"Mulga Creek Hotel Mitchell Hwy, BYROCK NSW 2831 AU",146.403099,-30.663277
"Mitchell Highway, BARRINGUN NSW 2840 AU",145.6977387,-28.8429605
"4 Martin St, WILCANNIA NSW 2836 AU",143.3761209,-31.5625524
"I6 Garnuaille Rd, Bangalow NSW 2479 AU",153.5227584,-28.6833543
"46-48 Kyogle Rd, BRAY PARK NSW 2484 AU",153.3748842,-28.3409988
"442 Kurmond Road, Freemans Reach NSW 2756 AU",150.7965736,-33.5574845
"39 Alexandra St, GRENFELL NSW 2810 AU",148.1568,-33.89323
"27 Orange Road, Blayney NSW 2799 AU",149.2445981,-33.5270028
"Lot 1 Miles Franklin Drive, Talbingo NSW 2720 AU",148.288823,-35.6067278
"86-88 MacIntosh Street, FORSTER NSW 2428 AU",152.5154818,-32.1907934
"132 Hume Highway (Corner Victoria Street), Ashfield NSW 2131 AU",151.1295882,-33.8905084
"20 Carrington Street, Crookwell NSW 2583 AU",149.4595116,-34.4550549
"81-83 Jerilderie Road, JERILDERIE NSW 2716 AU",145.7290418,-35.3561014
"481a Urana Rd, LAVINGTON NSW 2641 AU",146.9262249,-36.0398557
"11 Roberts Rd., Maroota NSW 2756 AU",151.0003142,-33.4667097
"171 Manilla Rd, OXLEY VALE NSW 2340 AU",150.8950281,-31.057718
"44 Castlereagh Hwy, Capertee NSW 2846 AU",149.9855282,-33.1462281
"169 Canterbury St, CASINO NSW 2470 AU",153.049437,-28.8636401
"156 Gordon St, Port Macquarie NSW 2444 AU",152.9005809,-31.4351991
"4 Industry Avenue, NARROMINE NSW 2821 AU",148.2571001,-32.2391477
"13 Sloane Street, GOULBURN NSW 2580 AU",149.7086972,-34.7744085
"7 Merinee Rd, WEST GOSFORD NSW 2250 AU",151.3247676,-33.4149111
"204 Goulburn Street, CROOKWELL NSW 2583 AU",149.4742044,-34.4606849
"331 Princes Hwy, Milton NSW 2538 AU",150.4494466,-35.3313276
"17 Rose Street, Wee Waa NSW 2388 AU",149.4367657,-30.2279872
"8 Ogilvie St, DENMAN NSW 2328 AU",150.689036,-32.3896682
"3 York Street, Marrar NSW 2652 AU",147.3541741,-34.8252846
"1 SHARON RD, BATEMANS BAY NSW 2536 AU",150.1729082,-35.7196303
"42 Adelong Road, Tumut NSW 2720 AU",148.212771,-35.2958772
"1 Castlereagh Highway, LIDSDALE NSW 2790 AU",150.0326014,-33.3015185
"32-36 Princes Highway, MILTON NSW 2538 AU",150.4333192,-35.31339
"69 Rouse St, TENTERFIELD NSW 2372 AU",152.0168081,-29.065006
"5 Yarun Road, Tyagarah NSW 2481 AU",153.5451954,-28.5863673
"44 Dalley Street, Mullumbimby NSW 2482 AU",153.5001226,-28.5516553
"58 Bunnaby St, TARALGA NSW 2580 AU",149.8189251,-34.4058368
"487 Princess Hwy, Kirrawee NSW 2232 AU",151.0808901,-34.0292974
"71 Wallace Street, Braidwood NSW 2622 AU",149.7994345,-35.4463252
"77 Maybe St, BOMBALA NSW 2632 AU",149.2415,-36.90953
"49-55 Olive St, Mandurama NSW 2792 AU",149.0725927,-33.6516864
"88 - 92 Clinton Street, Goulburn NSW 2580 AU",149.712403,-34.7565945
"3-5 Mayne Street, MURRURUNDI NSW 2338 AU",150.842653,-31.765745
"4 Willis St, KYOGLE NSW 2474 AU",153.0009238,-28.6218148
"16-18 Nana Street, Nana Glen NSW 2450 AU",153.0071828,-30.1380772
"Post Office Residence 8 Boundary St, CAROONA NSW 2343 AU",150.4258333,-31.4066667
"113 PARRY ST, NEWCASTLE WEST NSW 2302 AU",151.7558349,-32.925547
"186-188 Wallaga Lake Rd, WALLAGA LAKE NSW 2546 AU",150.0708273,-36.3830577
"129 Lagoon Street, Goulburn NSW 2580 AU",149.7327722,-34.7461635
"23-25 Cardigan Street, TULLAMORE NSW 2874 AU",147.5645242,-32.6329298
"53 Sydney Rd, Goulburn NSW 2580 AU",149.7496447,-34.7479625
"69 Mort Avenue, Dalmeny NSW 2546 AU",150.1257567,-36.1646386
"Pacific Highway, Coolongolook NSW 2423 AU",152.322483,-32.2167882
"22-36 Parkes Road, FORBES NSW 2871 AU",148.0183359,-33.3702492
"51 Carbin Street, Bowraville NSW 2449 AU",152.8571843,-30.6512612
"Durham Street, ROSEHILL NSW 2142 AU",151.0373676,-33.8238817
"69 Queen Street, Barraba NSW 2347 AU",150.609391,-30.3811511
"103 Mathias Street, ""Boggabri Road"", Gunnedah NSW 2380 AU",150.2326526,-30.96665
"5232 New England Hwy, Llangothlin NSW 2365 AU",151.6849009,-30.1287677
"74 Princess Highway, ULLADULLA NSW 2539 AU",150.4760921,-35.3507505
"203 Charlotte Bay St, CHARLOTTE BAY NSW 2428 AU",152.5146912,-32.3431562
"21 Queen Street, Barraba NSW 2347 AU",150.6088731,-30.386242
"47 Railway Street, Weethalle NSW 2669 AU",146.6228813,-33.8751155
"114 Taren Point Rd, TAREN POINT NSW 2229 AU",151.121956,-34.0206494
"9-13 Gunnedah Rd, Tamworth West NSW 2340 AU",150.9084931,-31.0956115
"81 Barton St, Kogarah NSW 2217 AU",151.1460772,-33.973792
"6066 Wakool Road, Wakool NSW 2710 AU",144.4046749,-35.4723185
"5 Casino Rd, JUNCTION HILL NSW 2460 AU",152.9267517,-29.645084
"57 Urana St, LOCKHART NSW 2656 AU",146.7123572,-35.2221038
"1 St Georges Road, ST GEORGES BASIN NSW 2540 AU",150.5906629,-35.0896754
"7 Wyangan Avenue, Griffith NSW 2680 AU",146.042149,-34.2795359
"225 Saunders Rd, Oakville NSW 2765 AU",150.8742023,-33.6157177
"7452 Newell Hwy, Beckom NSW 2665 AU",146.9584169,-34.3315988
"6-10 MacKay Ave, Griffith NSW 2680 AU",146.063931,-34.290547
"631 McGowen St, BROKEN HILL NSW 2880 AU",141.4727849,-31.9391498
"Cnr Priestly & Cavendish Sts, Mittagong NSW 2575 AU",NA,NA
"81 DOCKER ST, WAGGA WAGGA NSW 2650 AU",147.3571763,-35.115395
"115 Station Street, Quirindi NSW 2343 AU",150.6813601,-31.502007
"160 Fox St, Walgett NSW 2832 AU",148.114264,-30.0323187
"Lot 3 Werringon Road, WERRINGTON NSW 2747 AU",150.7582965,-33.7676504
"20 Old Newell Hwy, Narrabri NSW 2390 AU",149.7626348,-30.3476757
"995 Waterfall Way, Bellingen NSW 2454 AU",152.9165254,-30.4616276
"2656 Waterfall Way, THORA NSW 2454 AU",152.7787339,-30.4250189
"229 CLARENCE TOWN RD, WOODVILLE NSW 2321 AU",151.6096601,-32.6760868
"179 PRINCE ST, GRAFTON NSW 2460 AU",152.9369459,-29.6859778
"31 Yenda Place, Yenda NSW 2680 AU",146.1965241,-34.2503832
"115 Main St, MITTAGONG NSW 2575 AU",150.4451201,-34.4504033
"55 Main Street, Comboyne NSW 2429 AU",152.4679809,-31.6056988
"85 Muldoon St, TAREE NSW 2430 AU",152.4519203,-31.8976122
"Newell Highway, Bellata NSW 2397 AU",149.7886767,-29.8571986
"Newell Highway, BOGGABILLA NSW 2409 AU",150.2779942,-28.7191274
"85 Loder St, Quirindi NSW 2343 AU",150.6749427,-31.5167679
"63 Pacific Hwy, Urunga NSW 2455 AU",153.012279,-30.5019766
"2 TRANSPORT DR, BROCKLEHURST NSW 2830 AU",148.6212,-32.18153
"96-104 Anson St, BOURKE NSW 2840 AU",145.9437461,-30.0954979
"13 Castlereagh Street, GILGANDRA NSW 2827 AU",148.6581673,-31.7171928
"8451 Pacific Highway, Urunga NSW 2455 AU",153.0087032,-30.4862177
"51-55 River Street, Maclean NSW 2463 AU",153.2054879,-29.4460937
"161 Maybe Street, Bombala NSW 2632 AU",149.2374374,-36.912391
"3-15 Union Street, Forbes NSW 2871 AU",148.0101108,-33.3775063
"70 Clifford Street, Goulburn NSW 2580 AU",149.7178105,-34.7519562
"6 Railway Street, Gulgong NSW 2852 AU",149.5464369,-32.3595676
"76 Henry Parkes Way, CONDOBOLIN NSW 2877 AU",147.1649356,-33.0813781
"50 Moulamein Rd, Barham NSW 2732 AU",144.1318144,-35.6201253
"3174 New England Hig, Black Mountain NSW 2365 AU",151.6897415,-30.3147422
"965-969 Pacific Highway (Corner Waratah Road), Berowra NSW 2081 AU",151.1480572,-33.62685
"9 Mulbring Street, Stanford Merthyr NSW 2327 AU",151.4914114,-32.827756
"2 Myers Street, WILCANNIA NSW 2880 AU",143.3774869,-31.5585421
"76 The Parade, Tumbarumba NSW 2653 AU",148.0112368,-35.7730016
"11 Hanlon Street, PARKES NSW 2870 AU",148.1597137,-33.1541735
"90 Victoria St, TEMORA NSW 2666 AU",147.5352524,-34.4489215
"Oberon Street, Eugowra NSW 2806 AU",148.3765577,-33.4316946
"1504 kyogle Road, Uki NSW 2484 AU",153.331308,-28.4143024
"87-89 Flinders St, Port Kembla, Port Kembla NSW 2505 AU",150.893514,-34.4697301
"Cnr Galena & Mercury Sts, Broken Hill NSW 2880 AU",141.4490296,-31.9616363
"16 - 20 Murray Street, Finley NSW 2713 AU",145.5814881,-35.6340559
"13-15 Summerland Way, Kyogle NSW 2474 AU",153.0031612,-28.6183818
"2891 Reg Hailstone Way, Wyangala NSW 2808 AU",148.9550008,-33.9630314
