"fulladdress","lon","lat"
"2 Princes Hwy Cnr Kings Hwy, BATEMANS BAY NSW 2536 AU",150.1830368,-35.6999742
"302 Tamworth Road, MANILLA NSW 2346 AU",150.730032,-30.7569636
"66 Parker Street (Cnr Copeland St), Penrith NSW 2747 AU",150.7129487,-33.7550724
"86-98 Princes Hwy, UNANDERRA NSW 2526 AU",150.8451819,-34.4541917
"21 Abbott St, Gunnedah NSW 2380 AU",150.2562197,-30.980239
"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113 AU",151.1312402,-33.7913943
"41 - 43 Third Avenue, Blacktown NSW 2148 AU",150.908237,-33.7645256
"20-22 Babbage Rd, Roseville NSW 2069 AU",151.1945551,-33.7780213
"485 Sydney Road, Balgowlah NSW 2093 AU",151.255946,-33.795412
"168-170 Snowy Mountains Hwy, Tumut NSW 2720 AU",148.2021444,-35.3025398
"212-222 Andrews & Castlereagh Roads, Cranebrook NSW 2749 AU",150.695158,-33.7305051
"588 High Street, Penrith NSW 2751 AU",150.6910288,-33.7525413
"1a Tumbi Creek Road, BERKELEY VALE NSW 2261 AU",151.4440946,-33.361618
"2126 Camden Valley Way, EDMONSON PARK NSW 2174 AU",150.8730863,-33.9564569
"Cnr Campbelltown & Blaxland Roads, Campbelltown NSW 2560 AU",150.8195571,-34.0666148
"632 Warringah Road, Forestville NSW 2087 AU",151.2143834,-33.7600027
"Pennant Hills Rd & Parkes St, THORNLEIGH NSW 2120 AU",151.0490735,-33.7598186
"851 Richmond Road, Marsden Park NSW 2765 AU",150.8450357,-33.719708
"147 Larmer Ave, SANCTUARY POINT NSW 2540 AU",150.6330299,-35.099191
"238 Cumberland Rd, Auburn NSW 2144 AU",151.023153,-33.864209
"171 Clyde St, SOUTH GRANVILLE NSW 2142 AU",151.0129568,-33.847352
"5 Bullecourt Avenue, Milperra NSW 2214 AU",150.9890147,-33.9374584
"1055 Great Western Highway, Minchinbury NSW 2770 AU",150.8244136,-33.7821783
"Abbott Road, Seven Hills NSW 2147 AU",150.9506121,-33.7670134
"Cnr Butler Rd & General Holmes Dve, Mascot NSW 2020 AU",151.1855767,-33.9440351
"1609 Ocean Drive, Lake Cathie NSW 2445 AU",152.8535842,-31.5529841
"Cnr Wyong Rd & Mingara Dve, Tumbi Umbi NSW 2261 AU",151.4314738,-33.3349496
"481 Pacific Highway, Wyoming NSW 2250 AU",151.351097,-33.4081238
"665-671 Warringah Rd (Cnr Cook St), Forestville NSW 2087 AU",151.2186117,-33.7603233
"175 Richmond Road, Blacktown NSW 2148 AU",150.8913777,-33.7547991
"62 Walters Road, Blacktown NSW 2148 AU",150.895013,-33.7760189
"180 Reservoir Road, Arndell Park NSW 2148 AU",150.8968761,-33.7967391
"56 Leabons Lane (Corner Blacktown Road), Blacktown East NSW 2148 AU",150.9207247,-33.7801931
"118 Coxs Road, NORTH RYDE NSW 2113 AU",151.1303335,-33.8014883
"1233 Pacific Highway, Turramurra NSW 2074 AU",151.131331,-33.7332114
"86 Pittwater Rd, MANLY NSW 2095 AU",151.2857572,-33.7930876
"210 Avoca Drive, AVOCA BEACH NSW 2251 AU",151.4305747,-33.4639645
"2 Kew Road, Laurieton NSW 2443 AU",152.7964894,-31.6479322
"51 Roberts Road (Cnr Amarina St), Greenacre NSW 2190 AU",151.0656951,-33.9002188
"769 The Horsley Dr, SMITHFIELD NSW 2164 AU",150.9320977,-33.852137
"251 The Horsley Drive, Fairfield NSW 2165 AU",150.9630312,-33.8711612
"26-28 Smithfield Road, SMITHFIELD NSW 2164 AU",150.9429309,-33.85148
"1408 Pacific Highway (Corner Duff Street), Turramurra NSW 2074 AU",151.1263931,-33.7330941
"157-159 Mona Vale Rd, ST IVES NSW 2075 AU",151.1563367,-33.7326308
"1579 Pacific Highway (Corner Redleaf Avenue), Wahroonga NSW 2076 AU",151.1169274,-33.7198022
"61-63 Murray Road, EAST CORRIMAL NSW 2518 AU",150.9084003,-34.3762829
"465 Pacific Hwy, WYOMING NSW 2250 AU",151.3497982,-33.4095057
"45 Fairfield St, Villawood NSW 2163 AU",150.9806258,-33.8695737
"31-35 Unwins Bridge, Sydenham NSW 2044 AU",151.1684514,-33.9147179
"274 Georges River Road, CROYDON PARK NSW 2133 AU",151.1032077,-33.8968159
"144 Beaconsfield Street, MILPERRA NSW 2214 AU",150.9979042,-33.9421145
"1077 Botany Road, Mascot NSW 2020 AU",151.1952187,-33.9284129
"90 Blacktown Road, Blacktown NSW 2148 AU",150.9200305,-33.778998
"81-83 Banna Ave, GRIFFITH NSW 2680 AU",146.0541138,-34.2886074
"120 Rocky Points Rd, Kogarah NSW 2217 AU",151.1368205,-33.9769227
"256 Kissing Point Rd, DUNDAS NSW 2117 AU",151.0543225,-33.798982
"40 Princes Highway, UNANDERRA NSW 2526 AU",150.8469844,-34.4519307
"41-43 Princes Hwy, UNANDERRA NSW 2526 AU",150.8493161,-34.4502582
"729 The Horsley Dr, SMITHFIELD NSW 2164 AU",150.9359793,-33.8524872
"1046 Forest Road, Lugarno NSW 2210 AU",151.0469226,-33.9774099
"48-50 Hanwood Road, Hanwood NSW 2680 AU",146.0408509,-34.3314465
"577 Great Western Hwy, WERRINGTON NSW 2747 AU",150.7566848,-33.7676524
"1 Meagher Ave (Cnr Malabar Rd) (Repn 9 June'16), Maroubra NSW 2035 AU",151.2491348,-33.9512365
"162A Spit Road (Corner Mitchell Road), Mosman NSW 2088 AU",151.2434874,-33.8175798
"243 Pennant Hills Road, Carlingford NSW 2118 AU",151.0457709,-33.7828895
"515 Bunnerong Rd, MATRAVILLE NSW 2036 AU",151.2317831,-33.9594054
"13-15 Village Road, SARATOGA NSW 2251 AU",151.3532147,-33.4753558
"574 Great Western Hwy, Werrington NSW 2747 AU",150.7568437,-33.7682321
"42 Bulahdelah Way, Bulahdelah NSW 2423 AU",152.2114485,-32.4094806
"160 SOUTH TCE, BANKSTOWN NSW 2200 AU",151.0441662,-33.9186355
"Corner Forrester Road & Christie Street, St Marys NSW 2760 AU",NA,NA
"3 Blowering Rd, TUMUT NSW 2720 AU",148.2307464,-35.3113268
"1601 Pacific Hwy & Coonanbarra Rd, Wahroonga NSW 2076 AU",-117.1709678,32.7219608
"877-879 Pacific Hwy, Chatswood NSW 2067 AU",151.180359,-33.792407
"199-203 Kissing Point Rd (Cnr Kirby St), Dundas NSW 2117 AU",151.0451965,-33.7995085
"208-212 Pacific Hwy North, Coffs Harbour NSW 2450 AU",153.1238966,-30.28635
"363 Vardys Road, Kings Park NSW 2148 AU",150.9069191,-33.7465741
"83 Lalor Road & Quakers Hill Parkway, Quakers Hill NSW 2763 AU",150.8966489,-33.7275571
"155-157 Princes Highway, Ulladulla NSW 2539 AU",150.4726479,-35.3630251
"54 Barnard Street, Gladstone NSW 2440 AU",152.9482,-31.0232689
"Cnr Brook & Sowerby Streets, Muswellbrook NSW 2333 AU",-97.3912818,32.605943
"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073 AU",152.8690518,-30.8010167
"545 Union Rd, NORTH ALBURY NSW 2640 AU",146.9211429,-36.0512636
"153 Princess Highway, ULLADULLA NSW 2539 AU",150.4726442,-35.3628934
"580-586 Parramatta Road, Croydon NSW 2132 AU",151.1266661,-33.8741109
"2 The Lakes Way, Forster NSW 2428 AU",152.5145395,-32.1944824
"179-181 Mona Vale Rd, St Ives NSW 2075 AU",151.157627,-33.7312862
"83 Princes Highway, Albion Park Rail NSW 2527 AU",150.790573,-34.554555
"29 Pacific Hwy, ULMARRA NSW 2462 AU",151.1991327,-33.5231483
"11 Grenfell Road, Cowra NSW 2794 AU",148.6733141,-33.8345617
"Corner Allison Crescent & Menai Road, Menai NSW 2234 AU",151.0175891,-34.0140586
"Cnr Johnson & Dowling Streets, Forbes NSW 2871 AU",NA,NA
"111-117 River Street, MacLean NSW 2463 AU",153.2011437,-29.4492951
"569 Great Western Highway, Werrington NSW 2747 AU",150.7583646,-33.7680869
"112 Kalander Street, East Nowra NSW 2541 AU",150.6081108,-34.8881257
"3286 Pacific Highway, MacLean NSW 2463 AU",153.2008215,-29.4851892
"148 Bridge Street (Cnr Hill St), Muswellbrook NSW 2333 AU",150.8889681,-32.2608509
"125 Cobra Street, DUBBO NSW 2830 AU",148.6119572,-32.2549289
"2021 New England Hwy, Greta NSW 2334 AU",151.3750707,-32.6670015
"122 High St, GRETA NSW 2334 AU",151.3875603,-32.6763322
"356-358 Main Rd, TOUKLEY NSW 2263 AU",151.5486379,-33.2660959
"321 Gardeners Rd, ROSEBERY NSW 2018 AU",151.205964,-33.9230003
"151 Mort St, LITHGOW NSW 2790 AU",150.1626899,-33.4809858
"114-118 Church St, MUDGEE NSW 2850 AU",149.5876199,-32.5942803
"9 Davies Rd, Padstow NSW 2211 AU",151.0370378,-33.9472295
"62 Deering Street, ULLADULLA NSW 2539 AU",150.4735855,-35.3627525
"69 Davies Rd, PADSTOW NSW 2211 AU",151.0387597,-33.9510689
"149 Great Western Hwy, Mays Hill NSW 2145 AU",150.9893784,-33.8192627
"2-4 Chatham Road, West Ryde NSW 2114 AU",151.086964,-33.8065029
"27 Woodville Rd, Granville NSW 2142 AU",151.0040802,-33.8309899
"196 The River Road, Revesby NSW 2212 AU",151.0165261,-33.9556495
"134 Brighton Ave, CAMPSIE NSW 2194 AU",151.1068754,-33.9033733
"11 Kirribilli Avenue, Coomba Park NSW 2428 AU",152.4741013,-32.2364687
"1413-1415 Elizabeth Dr, KEMPS CREEK NSW 2178 AU",150.7946952,-33.8797305
"2 Ceduna Street, MOUNT AUSTIN NSW 2650 AU",147.3577362,-35.1379836
"272-278 Woodville Road, Guildford NSW 2161 AU",150.9967447,-33.8482228
"98-102 Heathcote Rd, MOOREBANK NSW 2170 AU",150.9396223,-33.9380678
"60 Princes Hwy, NAROOMA NSW 2546 AU",150.1263443,-36.2160269
"309 Victoria Rd, RYDALMERE NSW 2116 AU",151.0371167,-33.8119597
"2 Bridges Road, MOOREBANK NSW 2170 AU",150.9326885,-33.9283581
"997 Mate Street, Albury NSW 2640 AU",146.9321773,-36.0574486
"16 Princes Highway, NAROOMA NSW 2546 AU",150.1233837,-36.213419
"Young Roadhouse 4623 Olympic Hwy, YOUNG NSW 2594 AU",148.282483,-34.337595
"33-35 Princes Highway, MOGO NSW 2536 AU",150.142104,-35.7822564
"90 Campbell St, Narooma NSW 2546 AU",150.1303048,-36.21636
"51 Tweed Valley Way, Murwillumbah NSW 2484 AU",153.4295223,-28.3190272
"23-25 Grant St, BROULEE NSW 2537 AU",150.1760261,-35.853911
"317A Pacific Hwy, Highfields NSW 2289 AU",151.7059324,-32.9565072
"150 Hawkins Street, Howlong NSW 2643 AU",146.6388725,-35.9815743
"Remembrance Driveway, Tahmoor NSW 2790 AU",150.5817502,-34.2344294
"295-301 Murray St, FINLEY NSW 2713 AU",145.5729291,-35.6486857
"99 Bellevue Road, FIGTREE NSW 2525 AU",150.8543783,-34.4280895
"24 Glen Innes Road, Inverell NSW 2360 AU",151.1192937,-29.7796223
"23 Pagan Street, JERRYS PLAINS NSW 2330 AU",150.908361,-32.495982
"66 Captain Cook Drive, Caringbah NSW 2229 AU",151.123995,-34.0327784
"Coila Auto and Caravan Pk 3926 Princes Hwy, COILA NSW 2537 AU",150.103844,-36.010868
"Lot 8 Comercial Road, Lalor Park NSW 2147 AU",150.9308224,-33.7628296
"250 Henry Lawson Drive, GEORGES HALL NSW 2198 AU",150.9749867,-33.9153426
"184 Liverpool Road, Enfield NSW 2136 AU",151.0977821,-33.887232
"142 Bay Rd, TOOWOON BAY NSW 2261 AU",151.4970447,-33.360152
"133 Bridge St, URALLA NSW 2358 AU",151.4910908,-30.6504355
"271-273 Charlestown Rd, CHARLESTOWN NSW 2290 AU",151.6894235,-32.9578937
"Cnr Currajong & Webb St, Parkes NSW 2870 AU",144.8758604,-37.8031819
"365 Liverpool Rd, South Strathfield NSW 2135 AU",151.0905515,-33.8882771
"393 Hillsborough Road (Corner Macquarie Road), Warners Bay NSW 2282 AU",151.6543302,-32.9660088
"Cnr Vardys & Turbo Roads, Marayong NSW 2148 AU",150.9228642,-33.7490724
"26 Ferodale Road, Medowie NSW 2318 AU",151.854497,-32.7398402
"125-127 Princes Hwy, DAPTO NSW 2530 AU",150.7914054,-34.4987718
"98-100 Windsor Rd Cnr Lombard Rd, Northmead NSW 2152 AU",150.9946557,-33.7878403
"164 Mona Vale Road, ST IVES NSW 2075 AU",151.1569785,-33.7307964
"313 Great Western Hwy, SOUTH WENTWORTHVILLE NSW 2145 AU",150.9719192,-33.8163814
"51 Spofforth St, CREMORNE NSW 2090 AU",151.2295062,-33.8327872
"72 Thorney Rd, FAIRFIELD WEST NSW 2165 AU",150.9240982,-33.8735402
"987 Hume Highway, Lansdowne NSW 2163 AU",150.9708735,-33.8892764
"405 Hume Highway, Yagoona NSW 2199 AU",151.0290329,-33.9089489
"Menai Rd Cnr Carter Rd, Menai NSW 2234 AU",151.013603,-34.0247178
"297 Watkins Rd, Wangi Wangi NSW 2267 AU",151.587957,-33.0700456
"Weakleys Dr Cnr Balook Dr, Beresfield North NSW 2322 AU",151.633425,-32.8066482
"81 Victoria Road & Macarthur Street, Parramatta NSW 2150 AU",-0.1858623,51.4974664
"181 The Boulevarde, Miranda NSW 2228 AU",151.1096674,-34.0302036
"Shop 8 24 Lagonda Drive, INGLEBURN NSW 2565 AU",150.8761331,-34.0103654
"133-139 Pittwater Rd, MANLY NSW 2095 AU",151.2848154,-33.7903441
"83 Byamee Street, Dapto NSW 2530 AU",150.7988215,-34.4966306
"137 Windsor Road, Northmead NSW 2152 AU",150.9970175,-33.7822379
"62-70 Epping Rd, Lane Cove NSW 2066 AU",151.1641754,-33.8110107
"56 Windsor Road & Northmead Avenue, Northmead NSW 2152 AU",-71.263315,42.3049955
"29 President Ave, KOGARAH NSW 2217 AU",151.1411389,-33.9650878
"342 Kanahooka Road, BROWNSVILLE NSW 2530 AU",150.8063375,-34.4858978
"55 King St, WARNERS BAY NSW 2282 AU",151.6475616,-32.9741369
"152 Moorefields Road, Kingsgrove NSW 2208 AU",151.0863497,-33.9354394
"2893 Nelson Bay Rd, SALT ASH NSW 2318 AU",151.9335494,-32.7868472
"133 Wyndham Street, ALEXANDRIA NSW 2015 AU",151.200136,-33.9020223
"477 Banna Avenue, Griffith NSW 2680 AU",146.0395658,-34.2868514
"30-34 Banna Ave, GRIFFITH NSW 2680 AU",146.0595497,-34.2904282
"959-961 Anzac Pde, Maroubra NSW 2035 AU",151.2407653,-33.9499399
"501-509 Bells Line Of Road, Kurmond NSW 2757 AU",150.6912103,-33.5508867
"220 Port Hacking Road, Miranda NSW 2228 AU",151.1063876,-34.0282072
"44-48 Byron St, Lennox Head NSW 2478 AU",153.588137,-28.7919173
"404-410 Liverpool Rd, CROYDON NSW 2132 AU",151.1160172,-33.8884891
"17 Ellen Street, Wollongong NSW 2500 AU",150.8924683,-34.4300001
"1 Hanrahan Place (Cnr Leeds Pde), Orange NSW 2800 AU",149.1137986,-33.2587554
"Cnr Queen & Parliament Streets, Corowa NSW 2646 AU",NA,NA
"111 Bridge Street, Uralla NSW 2358 AU",151.4923696,-30.6470563
"88 Victoria Rd (Cnr Buller St), Parramatta NSW 2150 AU",151.0124787,-33.8087285
"185 Bondi Rd, Bondi NSW 2026 AU",151.2647348,-33.8944035
"152-158 Princes Hwy, Dapto NSW 2530 AU",150.7955566,-34.4940144
"128 Pacific Hwy, Charlestown NSW 2290 AU",151.6949933,-32.9653179
"31 Boorowa St, Young NSW 2594 AU",148.3001385,-34.3135917
"295 Woodville Rd, Guildford NSW 2161 AU",150.9968356,-33.8507213
"56 A Sydney Road, Mudgee NSW 2850 AU",149.6026819,-32.61138
"101 Blaxcell St, GRANVILLE NSW 2142 AU",151.0106369,-33.8426213
"13-15 Pacific Highway, GATESHEAD NSW 2290 AU",151.6918879,-32.9873643
"76 Lascelles St, Braidwood NSW 2622 AU",149.8020965,-35.4461188
"451 Nth Liverpool Rd, Bonnyrigg NSW 2177 AU",150.8579828,-33.89427
"9 King St, GOOLOOGONG NSW 2805 AU",148.4351488,-33.6144852
"35 River Street, Woolgoolga NSW 2456 AU",153.1927105,-30.1145884
"50-54 Riverside Drive, Nambucca Heads NSW 2448 AU",152.9916262,-30.6521842
"Shop 2 407 Wagga Road, LAVINGTON NSW 2641 AU",146.941586,-36.0460396
"1-7 Buchanan St, SOUTH MURWILLUMBAH NSW 2484 AU",153.4094113,-28.3268042
"69 Princes Hwy (cnr Gladstone St), Kogarah NSW 2217 AU",151.1371792,-33.9632385
"Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560 AU",150.7945721,-34.0789003
"3 Bugden Avenue, Alstonville NSW 2477 AU",153.438853,-28.8381032
"110 Lane Cove Road, RYDE NSW 2112 AU",151.1137633,-33.8014733
"67 Shepherds Dr, CHERRYBROOK NSW 2126 AU",151.0451569,-33.720672
"73 Meninya St, MOAMA NSW 2731 AU",144.7528213,-36.1082767
"83 Mustang Dr, RUTHERFORD NSW 2320 AU",151.4983904,-32.7048635
"Parkes Road, Forbes NSW 2871 AU",148.0208525,-33.3692731
"63 York St, Teralba NSW 2284 AU",151.6050271,-32.9634362
"Cnr Pennant St and Belford Place, NEWCASTLE NSW 2285 AU",151.6440325,-32.9412202
"36 Wine Country Drive, Cessnock NSW 2325 AU",151.3508236,-32.8185668
"87 Llewellyn St (Cnr Glebe Rd), Merewether NSW 2291 AU",151.7494391,-32.9382263
"183 Vincent St, Cessnock NSW 2325 AU",151.3554494,-32.8383287
"227 Military Rd, Cremorne NSW 2090 AU",151.2262274,-33.830595
"1032-1036 Victoria Rd, West Ryde NSW 2114 AU",151.0852027,-33.8074717
"Shop 3 659 Grose Vale Rd, GROSE VALE NSW 2753 AU",150.660673,-33.5822601
"55 Hope St, WARIALDA NSW 2402 AU",150.5765307,-29.5417945
"76 Hope Street, Warialda NSW 2402 AU",150.5766943,-29.5411159
"24-28 Crabbes Creek, Crabbes Creek NSW 2483 AU",153.4960491,-28.4557806
"34 Wharf St (Cnr Frances St), Tweed Heads NSW 2485 AU",153.5431984,-28.1732617
"327 Eastern Valley Way, Castle Cove NSW 2069 AU",151.2008872,-33.7848641
"139-141 Maitland St, MUSWELLBROOK NSW 2333 AU",150.9010431,-32.2818008
"44 Sharp St Cnr Barron St, Cooma NSW 2630 AU",149.1303704,-36.2332149
"119 Bourke Street, DUBBO NSW 2830 AU",148.6091883,-32.2433946
"85-87 John St, COONABARABRAN NSW 2357 AU",149.2771566,-31.2723111
"6 Kosciuszko rd, Jindabyne NSW 2627 AU",148.6196447,-36.4132261
"35 Cooma Road, NARRABRI NSW 2390 AU",149.7657199,-30.33969
"37 Vermont Street, BAROOGA NSW 3644 AU",145.6903936,-35.9124486
"76 Narromine St, TRANGIE NSW 2823 AU",147.985164,-32.032347
"73 Main St, Alstonville NSW 2477 AU",153.4388702,-28.8411584
"Mid West Highway, West Wyalong NSW 2671 AU",147.070314,-33.8899986
"54 Alice St, MOREE NSW 2400 AU",149.8433926,-29.4716715
"New England Highway, ARMIDALE NSW 2350 AU",151.6357208,-30.5068028
"62 Railway Parade, Fairfield NSW 2165 AU",150.9485069,-33.8806559
"506 Merrylands Road, Merrylands NSW 2160 AU",150.9697824,-33.832562
"1 Oxley Highway, Somerton NSW 2340 AU",150.634968,-30.937333
"66 Aberford St, COONAMBLE NSW 2829 AU",148.3825873,-30.9531484
"69 Hoxton Park Road, Liverpool NSW 2170 AU",150.9095992,-33.9275028
"27 Queen Street, Campbelltown NSW 2560 AU",150.8194175,-34.0603849
"100 Briens Road, Northmead NSW 2152 AU",150.9891545,-33.7961985
"601-605 Great Western Highway, GREYSTANES NSW 2145 AU",150.9359243,-33.8086031
"436-438 The Horsley Dve (Cnr Polding St), Fairfield NSW 2165 AU",150.9536995,-33.8637965
"Corner Appin Road & Kellerman Drive St Helens Park, St Helens Park NSW 2560 AU",150.7907616,-34.1402528
"396-404 Forest Road, Hurstville NSW 2220 AU",151.0990431,-33.9648828
"651 Princes Highway, Rockdale NSW 2216 AU",151.1377026,-33.9591615
"118 Wilson Street, Lismore NSW 2480 AU",153.2608293,-28.8105278
"95 Five Islands Road, Cringila NSW 2502 AU",150.872051,-34.466017
"42 Sharp Street, Cooma NSW 2630 AU",149.1317361,-36.2327001
"108-112 Smith Street, Kempsey NSW 2440 AU",152.8431646,-31.0750609
"48 Illawarra St, PORT KEMBLA NSW 2505 AU",150.9017531,-34.4866832
"105 St. James rd., New Lambton NSW 2302 AU",151.7156368,-32.9291232
"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153 AU",150.9751699,-33.7614372
"753 Ballina Road, GOONELLABAH NSW 2480 AU",153.3390781,-28.8134692
"49/51 Meninya St, Moama NSW 2731 AU",144.754876,-36.111052
"236 Kelly St, SCONE NSW 2337 AU",150.8690682,-32.0551112
"277 Newtown Road, Bega NSW 2550 AU",149.8397182,-36.6911109
"100 Chittaway Bay Road, Chittaway NSW 2259 AU",151.4293179,-33.3271274
"41 Sharpe Street, Cooma NSW 2630 AU",149.1306371,-36.2324445
"160-162 Jerilderie Street, BERRIGAN NSW 2712 AU",145.8162637,-35.6645715
"253 Princes Hwy, Albion Park Rail NSW 2527 AU",150.8033855,-34.5675925
"44 Pacific Hwy (Cnr Kerr & Bangalow Sts), Ballina NSW 2478 AU",151.7560777,-32.9285169
"10 George St, MARULAN NSW 2579 AU",150.0018748,-34.7157618
"411-417 Cleveland St, REDFERN NSW 2016 AU",151.2131727,-33.8917916
"1185 Bruxner Hwy, WOLLONGBAR NSW 2477 AU",153.4050426,-28.8159805
"237 Union St, SOUTH LISMORE NSW 2480 AU",153.264743,-28.8205484
"2 Acacia Av, Ruse NSW 2560 AU",150.8419695,-34.07309
"131 Dawson Street, Lismore NSW 2480 AU",153.2782947,-28.8128423
"2 Leycester Street, Lismore NSW 2480 AU",153.2844732,-28.8045744
"138-142 Princes Highway, ALBION PARK RAIL NSW 2527 AU",150.7935833,-34.5589855
"47-57 Princess Highway, ALBION PARK RAIL NSW 2527 AU",150.7897147,-34.5535166
"216 Tweed Valley Way, Murwillumbah NSW 2484 AU",153.4081537,-28.3272046
"35 Woodville Road (cnr Alpha), Chester Hill NSW 2162 AU",150.9886964,-33.8666361
"575-585 Liverpool Road, Strathfield South NSW 2136 AU",151.074269,-33.8873862
"4467 Gywdir Highway, JACKADGERY NSW AUSTRALIA 2460 AU",152.5506473,-29.5770082
"49 Briscoe St, TIBOOBURRA NSW 2880 AU",142.0115471,-29.4301242
"103 Bridge Street, URALLA NSW 2358 AU",151.493464,-30.6454284
"7 Sturt Highway, DARLINGTON POINT NSW 2706 AU",145.9925827,-34.5943702
"92 Jenkins Street, NUNDLE NSW 2340 AU",151.1287642,-31.4595129
"208-212 Cabramatta Rd, Cabramatta West NSW 2166 AU",150.9364384,-33.8962021
"6-8 Minjungbal Dr, TWEED HEADS SOUTH NSW 2486 AU",153.5437699,-28.1961063
"134 Seven Hills Rd, Baulkham Hills NSW 2153 AU",150.9739196,-33.7616161
"31 Princess Highway, ALBION PARK RAIL NSW 2527 AU",150.7881727,-34.5517876
"172-174 Princes Hwy, ALBION PARK RAIL NSW 2527 AU",150.7958351,-34.5609288
"28-30 High St, Greta NSW 2334 AU",151.3930009,-32.6830039
"7-9 Northwood Road, Northwood NSW 2066 AU",151.1725814,-33.8245017
"636-644 Woodville Rd, OLD GUILDFORD NSW 2161 AU",150.9881451,-33.8665036
"90-94 Lakeside Dr, KANAHOOKA NSW 2530 AU",150.8145749,-34.501175
"423 Frome St, Moree NSW 2400 AU",149.84639,-29.4822414
"126 Chapel Rd South, Bankstown NSW 2200 AU",151.0299425,-33.9278564
"1 Greenfield Rd, Greenfield Park NSW 2176 AU",150.890334,-33.871464
"61-65 Wharf Street, TWEED HEADS NSW 2485 AU",153.5425508,-28.1723533
"44-46 Vance Rd, LEETON NSW 2705 AU",146.3870245,-34.5439469
"2-6 Johns St, Coonabarabran NSW 2357 AU",149.2784752,-31.2771762
"5 Riverside Drive, JUGIONG NSW 2726 AU",148.3522675,-34.8209826
"1446 NOWENDOC RD, MOUNT GEORGE NSW 2424 AU",152.1865397,-31.8858458
"48-50 Blaxland Road, Campbelltown NSW 2560 AU",150.8127865,-34.0612926
"475 Cleveland St, Redfern NSW 2016 AU",151.2161637,-33.8921952
"90-94 Queen Street (Cnr Broughton Street), Campbelltown NSW 2560 AU",150.8173509,-34.0636095
"71 Minjungbal Dr, Tweed Heads South NSW 2486 AU",153.542069,-28.194697
"114-118 Bathurst St, Condobolin NSW 2877 AU",147.1468946,-33.088715
"42-46 King St, WARRAWONG NSW 2502 AU",150.8870811,-34.4837432
"444 West Botany Street, ROCKDALE NSW 2216 AU",151.1457386,-33.9599094
"96 Queen & Broughton Streets, Campbelltown NSW 2560 AU",-79.933747,32.777758
"234 Hamilton Road, Fairfield West NSW 2165 AU",150.9371884,-33.8721201
"Kurrajong Road (Carnes Hill Marketplace), Hoxton Park NSW 2171 AU",150.845665,-33.9372737
"65 Kenyons Road, Merrylands West NSW 2160 AU",150.9684867,-33.8368004
"20-22 Neeld Street, WYALONG NSW 2671 AU",147.2483089,-33.9267945
"71 Blaxland Road, Campbelltown NSW 2560 AU",150.8100161,-34.0613305
"50 Pacific Hwy, DOYALSON NSW 2262 AU",151.5233893,-33.1996914
"271 Camden Valley Way, NARELLAN NSW 2567 AU",150.7308321,-34.0416835
"575-581 Great Western Highway, Faulconbridge NSW 2776 AU",150.5373453,-33.694146
"124-126 Johnston Street, Annandale NSW 2038 AU",151.1706799,-33.8808348
"2 Avalon Pde (Cnr Barrenjoey Rd), Avalon Beach NSW 2107 AU",151.3302255,-33.636573
"198 Harbord Rd (Cnr Winbourne Rd), Brookvale NSW 2100 AU",151.2796529,-33.7632857
"338-340 Hume Highway, Liverpool NSW 2170 AU",150.9176996,-33.9313644
"1355 Princess Hwy (Cnr Oliver Rd), Heathcote NSW 2233 AU",151.0070216,-34.087798
"275 Lane Cove Rd, North Ryde NSW 2113 AU",151.1290399,-33.7849521
"835 King Georges Road, South Hurstville NSW 2221 AU",151.1054601,-33.9786347
"200-204 Ben Boyd Rd (Cnr Ernest St), Neutral Bay NSW 2089 AU",151.2195275,-33.8291334
"629-631 Hume Highway, CASULA NSW 2170 AU",150.892905,-33.955779
"Dean & Hill Streets, Tocumwal NSW 2714 AU",-98.34616,33.9503748
"14 Thomas St, Wallsend NSW 2287 AU",151.6690555,-32.9066711
"387 427 Wattle St, ULTIMO NSW 2007 AU",151.1968097,-33.8814834
"306-312 Forest Road (Cnr Fredrick St), Bexley NSW 2205 AU",151.1282135,-33.9461408
"198 Princes Hwy, SOUTH NOWRA NSW 2541 AU",150.6040167,-34.9157174
"252 Princes Highway, Albion Park NSW 2527 AU",150.8021594,-34.5676285
"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671 AU",147.2006745,-33.9221846
"47 Church St (Cnr Mortimer St), Mudgee NSW 2850 AU",149.5884543,-32.593439
"218 John St (Cnr Cumberland Hwy), Cabramatta NSW 2166 AU",150.9220984,-33.8934492
"163 Salamander Way, Salamander Bay NSW 2317 AU",152.1068657,-32.7376282
"99 Tweed Coast Rd, Hastings Point NSW 2489 AU",153.5725886,-28.3691435
"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259 AU",151.5483693,-33.18628
"61-63 Cowper Wharf Rd (Cnr Dowling St), Woolloomooloo NSW 2011 AU",151.2212242,-33.8696141
"465 Guinea St (Cnr David St), Albury NSW 2640 AU",146.9212748,-36.0749812
"2-6 Swan St, Bega NSW 2550 AU",149.8381732,-36.6738789
"308-310 Parramatta Road, Stanmore NSW 2048 AU",151.1643736,-33.8884456
